"Date","S191_AMMONIA-N_mg/L","S191_S_FLOW_cfs"
"2006-02-06",0.482,1046914.14199156
"2006-02-21",0.122,267141.583893946
"2006-07-17",0.016,265428.981011578
"2006-09-11",0.216,563837.800386471
"2006-09-25",0.145,107453.597990861
"2007-07-09",0.171,575116.513654637
"2007-09-24",0.068,903055.499872647
"2007-10-08",0.236,551433.662367034
"2007-10-22",0.101,227751.717599482
"2008-04-02",0.03,388026.881633664
"2008-07-16",0.218,306066.600834624
"2008-07-30",0.219,366619.345604064
"2008-08-28",0.035,3483605.52302475
"2008-09-10",0.519,435735.104785344
"2008-09-24",0.08,127368.722937254
"2008-10-08",0.085,857940.646799981
"2008-10-22",0.095,187945.933462157
"2009-01-07",0.053,191126.481672269
"2009-02-18",0.02,198001.358957203
"2009-06-03",0.014,186575.851156262
"2009-07-08",0.102,399452.389434605
"2009-07-22",0.178,201279.770189165
"2009-08-12",0.153,604891.338052378
"2009-08-26",0.253,185279.166116755
"2009-09-09",0.0645,631828.13481648
"2009-09-23",0.156,196288.756074835
"2009-12-23",0.043,185939.74151424
"2010-02-24",0.017,179652.042360403
"2010-03-03",0.0085,181511.439775546
"2010-03-17",0.121,176006.644796506
"2010-04-21",0.086,1467700.67018938
"2010-06-30",0.069,248498.678231597
"2010-07-14",0.175,396956.88237744
"2010-09-15",0.157,334177.753860922
"2010-09-29",0.044,204974.099263987
"2010-11-17",0.037,269.1233100864
"2011-08-24",0.181,88150.1169310272
"2011-09-07",0.146,133313.901514618
"2011-09-21",0.221,112689.269659814
"2011-10-05",0.226,37187.948302848
"2011-10-19",0.304,4142982.09849189
"2011-11-02",0.226,883898.813345587
"2011-11-16",0.176,100431.926173152
"2011-12-21",0.041,42423.6199718016
"2012-06-20",0.058,85312.0892973888
"2012-08-22",0.143,769154.420226931
"2012-09-05",0.072,1616794.98397724
"2012-09-20",0.331,1124568.44982922
"2012-10-03",0.332,271105.036278854
"2012-10-17",0.272,187554.481374758
"2012-12-05",0.042,57005.210227392
"2012-12-19",0.045,12648.7955740608
"2013-02-06",0.046,49029.3739466496
"2013-02-21",0.068,1516.8768386688
"2013-06-19",0.148,327474.136864224
"2013-07-10",0.251,666618.439084013
"2013-07-24",0.181,1220082.75915443
"2013-08-07",0.239,4342671.594576
"2013-08-21",0.384,440897.37918791
"2013-09-04",0.145,293980.517636198
"2013-09-18",0.153,1328735.17916294
"2013-10-07",0.207,99428.8301991936
"2014-06-23",0.128,1404579.02109638
"2014-07-07",0.236,191469.002248742
"2014-07-21",0.193,1206112.8127854
"2014-08-04",0.31,704124.442207872
"2014-08-18",0.151,1242468.92540252
"2014-09-22",0.059,1283718.18911213
"2014-10-06",0.157,295008.079365619
"2014-10-20",0.186,179382.919050317
"2015-08-03",0.085,507199.576491014
"2015-08-17",0.168,1012588.68707781
"2015-08-31",0.127,2406916.55663545
"2015-09-14",0.257,430695.15916009
"2015-09-28",0.215,878883.333475795
"2015-10-12",0.139,89202.1444159104
"2015-12-07",0.273,515199.878527219
"2016-01-20",0.107,812532.204661767
"2016-02-01",0.127,2238469.83027683
"2016-02-15",0.163,16783.5082472064
"2016-04-11",0.166,146.7945327744
"2016-05-09",0.054,83795.21245872
"2016-05-23",0.084,92651.8159361088
"2016-06-20",0.565,698986.633560768
"2016-07-06",0.573,15168.768386688
"2016-08-15",0.071,193988.97506137
"2016-08-29",0.168,845927.960867942
"2016-09-12",0.191,457167.106570406
"2016-09-26",0.309,846466.207488115
"2016-10-10",0.197,1633382.76618075
"2017-06-19",0.05,681126.632073216
"2017-07-05",0.454,20918.220920352
"2017-07-31",0.167,476176.998564691
"2017-08-01",0.307,1710033.97804445
"2017-08-14",0.281,805412.669822208
"2017-08-28",0.191,262566.487622477
"2017-09-13",0.118,7603002.63325089
"2017-09-25",0.353,335670.164944128
"2017-10-09",0.215,3202665.25305001
"2017-10-23",0.156,576095.143873133
"2017-11-06",0.222,457167.106570406
"2017-11-20",0.224,368919.12661753
"2017-12-18",0.435,81642.2259780288
"2018-05-21",0.164,1886481.00643928
"2018-06-04",0.228,717164.689869331
"2018-06-18",0.184,428150.720592
"2018-07-02",0.141,576829.116537005
"2018-07-16",0.191,211604.318994298
"2018-08-13",0.053,89936.1170797824
"2018-08-27",0.052,412933.020694387
"2018-09-10",0.072,372099.674827642
"2019-02-11",0.029,6483.425197536
"2019-02-25",0.082,12379.6722639744
"2019-08-12",0.142,650104.054146893
"2019-08-26",0.31,120958.695006106
"2019-12-30",0.115,1061324.47195891
"2020-01-13",0.089,38753.7566524416
"2020-02-10",0.046,73.3972663872
"2020-06-15",0.291,243263.006562643
"2020-08-10",0.147,983009.58872377
"2020-08-24",0.182,487333.383055546
"2020-09-08",0.173,3044102.6918982
"2020-09-21",0.12,6658795.73269048
"2020-10-05",0.124,5802959.14086027
"2020-10-19",0.536,177817.110700723
"2020-11-02",0.102,485987.766505114
"2021-02-22",0.053,122.328777312
"2021-07-12",0.187,1266200.70820105
"2022-09-19",0.166,335205.315590342
"2022-10-03",0.123,472580.532511718
"2022-10-17",0.186,834257.795512378
"2022-11-14",0.182,1262457.4476153
"2022-11-28",0.154,499223.740210272
"2022-12-12",0.053,169082.836000646
