"date","Days","S4_PHOSPHATE, TOTAL AS P_mg/L","S65E_PHOSPHATE, TOTAL AS P_mg/L","S84_PHOSPHATE, TOTAL AS P_mg/L","S71_PHOSPHATE, TOTAL AS P_mg/L","S72_PHOSPHATE, TOTAL AS P_mg/L","S191_PHOSPHATE, TOTAL AS P_mg/L","S127_PHOSPHATE, TOTAL AS P_mg/L","S133_PHOSPHATE, TOTAL AS P_mg/L"
2009-12-22,13406,NA,0.056,NA,NA,NA,0.126,NA,NA
2009-12-23,13407,0.239,NA,0.044,0.061,0.115,0.279,0.063,0.047
2009-12-24,13408,NA,NA,NA,0.0675,0.1225,NA,NA,NA
2009-12-28,13412,NA,0.03,NA,NA,NA,NA,NA,NA
2009-12-30,13414,NA,0.055,NA,NA,NA,0.1285,NA,NA
2010-01-06,13421,NA,0.057,NA,NA,NA,0.13,NA,NA
2010-01-11,13426,NA,0.068,NA,NA,NA,NA,NA,NA
2010-01-12,13427,NA,0.056,NA,NA,NA,0.247,NA,NA
2010-01-13,13428,0.0545,NA,0.041,0.083,NA,0.253,0.051,NA
2010-01-14,13429,NA,NA,NA,0.0865,NA,NA,NA,NA
2010-01-19,13434,0.043,NA,NA,NA,NA,NA,NA,NA
2010-01-20,13435,NA,0.058,NA,NA,NA,0.1225,NA,NA
2010-01-25,13440,NA,0.055,NA,NA,NA,NA,NA,NA
2010-01-27,13442,NA,0.058,0.038,0.066,0.093,0.216,0.063,0.119
2010-02-03,13449,NA,0.06,NA,NA,NA,0.0696666666666667,NA,NA
2010-02-08,13454,NA,0.069,NA,NA,NA,NA,NA,NA
2010-02-10,13456,0.445,NA,0.03,0.083,NA,0.0995,NA,NA
2010-02-11,13457,NA,0.075,NA,NA,NA,0.203,NA,NA
2010-02-17,13463,NA,0.0755,NA,NA,NA,0.195,NA,NA
2010-02-18,13464,NA,NA,NA,0.1035,NA,NA,NA,NA
2010-02-24,13470,0.2,0.053,0.051,0.087,0.095,0.175,0.123,0.106
2010-02-25,13471,NA,0.065,NA,NA,0.108,0.182,NA,NA
2010-03-02,13476,NA,0.068,NA,NA,NA,0.085,NA,NA
2010-03-03,13477,0.133,NA,0.058,0.084,NA,0.0835,NA,NA
2010-03-09,13483,0.065,0.057,NA,NA,NA,0.075,NA,NA
2010-03-15,13489,0.218666666666667,0.0564,NA,NA,NA,NA,NA,NA
2010-03-17,13491,0.293,0.07,0.092,0.669,0.227,0.198666666666667,0.0775,0.062
2010-03-18,13492,NA,NA,NA,0.4965,0.1855,NA,NA,NA
2010-03-23,13497,0.07975,NA,NA,NA,NA,NA,NA,NA
2010-03-24,13498,NA,0.074,NA,NA,NA,0.183,NA,NA
2010-03-25,13499,NA,NA,NA,0.508,0.1095,NA,NA,NA
2010-03-29,13503,NA,0.098,NA,NA,NA,NA,NA,NA
2010-03-30,13504,0.11675,NA,NA,NA,NA,NA,NA,NA
2010-03-31,13505,NA,0.087,NA,NA,NA,0.241,NA,NA
2010-04-01,13506,NA,NA,NA,0.352,0.392,NA,NA,NA
2010-04-05,13510,0.109666666666667,NA,NA,NA,NA,NA,NA,NA
2010-04-07,13512,0.099,0.113,0.2,0.336,NA,0.655,NA,NA
2010-04-08,13513,NA,NA,NA,0.338,0.264,NA,NA,NA
2010-04-12,13517,NA,0.0475,NA,NA,NA,NA,NA,NA
2010-04-14,13519,NA,0.071,NA,NA,NA,0.3055,NA,NA
2010-04-15,13520,NA,NA,NA,0.14625,0.237,NA,NA,NA
2010-04-20,13525,0.161,NA,NA,NA,NA,NA,NA,NA
2010-04-21,13526,0.0785,0.078,0.068,0.319,0.205,0.45,0.1245,0.251
2010-04-22,13527,NA,NA,NA,0.308,0.19,NA,NA,NA
2010-04-26,13531,NA,0.109,NA,NA,NA,NA,NA,NA
2010-04-27,13532,0.081,NA,NA,NA,NA,NA,NA,NA
2010-04-28,13533,NA,0.094,NA,NA,NA,0.2895,NA,NA
2010-04-29,13534,NA,NA,NA,0.207,NA,NA,NA,NA
2010-05-04,13539,1.052,NA,NA,NA,NA,NA,NA,NA
2010-05-06,13541,NA,0.089,NA,0.1695,NA,0.3365,NA,NA
2010-05-10,13545,NA,0.036,NA,NA,NA,NA,NA,NA
2010-05-11,13546,1.266,NA,NA,NA,NA,NA,NA,NA
2010-05-12,13547,1.029,0.067,0.069,0.258,NA,0.472,NA,NA
2010-05-20,13555,NA,0.057,NA,0.197,NA,0.338,NA,NA
2010-05-24,13559,NA,0.064,NA,NA,NA,NA,NA,NA
2010-05-26,13561,0.225,0.062,0.047,0.158,0.31,0.707,0.1055,0.19
2010-05-27,13562,NA,0.058,NA,NA,NA,0.3425,NA,NA
2010-06-02,13568,NA,0.053,NA,NA,NA,0.694,NA,NA
2010-06-03,13569,NA,NA,NA,0.158,0.2405,NA,NA,NA
2010-06-07,13573,NA,0.045,NA,NA,NA,NA,NA,NA
2010-06-08,13574,0.101,NA,NA,NA,NA,NA,NA,NA
2010-06-09,13575,NA,0.039,NA,0.168333333333333,0.205,0.66,NA,NA
2010-06-15,13581,-0.002,NA,NA,NA,NA,NA,NA,NA
2010-06-16,13582,0.141,0.086,0.035,0.429,NA,0.445333333333333,NA,NA
2010-06-17,13583,NA,NA,NA,0.2155,0.2635,NA,NA,NA
2010-06-21,13587,NA,0.051,NA,NA,NA,NA,NA,NA
2010-06-23,13589,NA,0.085,NA,NA,NA,0.3075,NA,NA
2010-06-24,13590,NA,NA,NA,0.4395,0.276,NA,NA,NA
2010-06-29,13595,NA,0.137,NA,NA,NA,0.293,NA,NA
2010-06-30,13596,0.101,NA,0.028,0.492,0.333,0.593,0.119,0.134
2010-07-06,13602,0.113,NA,NA,NA,NA,NA,NA,NA
2010-07-07,13603,NA,0.089,NA,NA,NA,0.2345,NA,NA
2010-07-08,13604,NA,0.0555,NA,0.3755,0.305,NA,NA,NA
2010-07-13,13609,0.18,NA,NA,NA,NA,NA,NA,NA
2010-07-14,13610,0.334,0.142,0.043,0.228,0.263,0.401333333333333,NA,NA
2010-07-15,13611,NA,NA,NA,0.18925,0.2825,NA,NA,NA
2010-07-19,13615,NA,0.187,NA,NA,NA,NA,NA,NA
2010-07-21,13617,NA,0.195,NA,NA,NA,0.3215,NA,NA
2010-07-22,13618,NA,NA,NA,NA,0.218,NA,NA,NA
2010-07-28,13624,0.075,0.175,0.036,0.247,0.131,0.58,0.088,0.106
2010-07-29,13625,NA,NA,NA,0.266,0.154,NA,NA,NA
2010-08-02,13629,NA,0.13,NA,NA,NA,NA,NA,NA
2010-08-04,13631,0.074,NA,0.032,0.236,0.108,0.531,NA,NA
2010-08-05,13632,NA,0.135,NA,0.246,0.0985,0.17,NA,NA
2010-08-11,13638,NA,0.117,NA,NA,NA,0.5,NA,NA
2010-08-12,13639,NA,NA,NA,0.1765,0.0875,NA,NA,NA
2010-08-16,13643,NA,0.108,NA,NA,NA,NA,NA,NA
2010-08-17,13644,0.193,NA,NA,NA,NA,NA,NA,NA
2010-08-18,13645,0.306,0.1,0.027,0.17,0.081,0.478,0.117,0.103
2010-08-19,13646,NA,0.111,NA,0.182,0.0865,0.478,NA,NA
2010-08-24,13651,0.145,NA,NA,NA,NA,NA,NA,NA
2010-08-25,13652,NA,0.092,NA,0.3085,0.1555,0.409,NA,NA
2010-08-31,13658,0.194,NA,NA,NA,NA,NA,NA,NA
2010-09-01,13659,NA,0.077,NA,NA,NA,0.26,NA,NA
2010-09-02,13660,NA,NA,NA,0.382,0.221,NA,NA,NA
2010-09-07,13665,0.224,NA,NA,NA,NA,NA,NA,NA
2010-09-08,13666,NA,0.075,NA,NA,NA,0.321,NA,NA
2010-09-09,13667,NA,NA,NA,0.2145,0.1835,NA,NA,NA
2010-09-14,13672,0.157,0.0773333333333333,NA,0.2465,0.301,NA,NA,NA
2010-09-15,13673,0.183,0.091,0.044,0.283,NA,0.5305,NA,NA
2010-09-22,13680,NA,0.095,NA,NA,NA,0.545,NA,NA
2010-09-27,13685,NA,0.106,NA,NA,NA,NA,NA,NA
2010-09-29,13687,0.117,0.102,0.051,0.292,0.112,0.4945,0.101,0.165
2010-09-30,13688,NA,NA,NA,0.2955,0.1175,NA,NA,NA
2010-10-05,13693,0.147,NA,NA,NA,NA,NA,NA,NA
2010-10-06,13694,NA,0.099,NA,NA,NA,0.435,NA,NA
2010-10-11,13699,NA,0.064,NA,NA,NA,NA,NA,NA
2010-10-12,13700,0.15,NA,NA,NA,NA,NA,NA,NA
2010-10-13,13701,0.198,0.089,0.039,0.23,NA,0.365,NA,NA
2010-10-19,13707,0.1035,NA,NA,NA,NA,NA,NA,NA
2010-10-20,13708,NA,0.086,NA,NA,NA,0.331,NA,NA
2010-10-26,13714,NA,0.054,NA,NA,NA,NA,NA,NA
2010-10-27,13715,0.088,0.066,0.032,0.212,0.091,0.303,0.088,0.132
2010-11-03,13722,0.092,NA,0.038,0.208,NA,0.285,0.081,NA
2010-11-04,13723,NA,0.051,NA,NA,NA,0.352,NA,NA
2010-11-09,13728,0.1005,0.054,NA,NA,NA,NA,NA,NA
2010-11-10,13729,NA,0.054,NA,NA,NA,0.276,NA,NA
2010-11-17,13736,0.065,0.049,0.033,0.15,0.074,0.255,0.078,0.096
2010-11-18,13737,NA,0.059,NA,NA,NA,0.258,NA,NA
2010-11-23,13742,0.077,NA,NA,NA,NA,NA,NA,NA
2010-11-24,13743,NA,0.051,NA,NA,NA,0.227,NA,NA
2010-11-29,13748,NA,0.041,NA,NA,NA,NA,NA,NA
2010-11-30,13749,NA,0.043,NA,NA,NA,0.203,NA,NA
2010-12-01,13750,0.068,NA,0.03,0.167,NA,0.241,NA,NA
2010-12-08,13757,NA,0.052,NA,NA,NA,0.209,NA,NA
2010-12-09,13758,NA,0.044,NA,NA,NA,NA,NA,NA
2010-12-13,13762,0.059,NA,0.034,0.166,0.075,0.226,0.084,0.07
2010-12-14,13763,NA,NA,NA,NA,NA,0.207,NA,NA
2010-12-22,13771,NA,0.0435,NA,NA,NA,0.211,NA,NA
2010-12-29,13778,NA,0.058,NA,NA,NA,0.2,NA,NA
2011-01-05,13785,0.038,0.068,0.023,0.137,NA,0.2015,NA,NA
2011-01-10,13790,NA,0.038,NA,NA,NA,NA,NA,NA
2011-01-12,13792,NA,0.055,NA,NA,NA,0.194,NA,NA
2011-01-19,13799,NA,0.055,NA,NA,NA,0.194,NA,NA
2011-01-20,13800,0.148,NA,0.03,0.206,0.104,0.196,0.061,0.098
2011-01-24,13804,NA,0.036,NA,NA,NA,NA,NA,NA
2011-01-26,13806,NA,0.046,NA,NA,NA,0.188,NA,NA
2011-01-27,13807,NA,NA,NA,0.184,NA,NA,NA,NA
2011-02-02,13813,NA,0.051,NA,NA,NA,0.186,NA,NA
2011-02-03,13814,0.188,NA,0.068,0.159,NA,0.188,NA,NA
2011-02-07,13818,NA,0.039,NA,NA,NA,NA,NA,NA
2011-02-09,13820,NA,0.043,NA,NA,NA,0.185,NA,NA
2011-02-16,13827,NA,0.0475,NA,NA,NA,0.175,NA,NA
2011-02-17,13828,0.055,0.044,0.072,0.139,0.081,0.176,0.087,0.152
2011-02-23,13834,NA,0.0475,NA,NA,NA,0.176,NA,NA
2011-03-02,13841,0.081,NA,0.055,0.127,NA,0.162,NA,NA
2011-03-03,13842,NA,0.051,NA,0.128,NA,0.156,NA,NA
2011-03-09,13848,NA,0.05275,NA,NA,NA,0.145,NA,NA
2011-03-16,13855,0.08,NA,0.057,0.194,0.102,0.138,0.098,0.175
2011-03-17,13856,NA,0.067,NA,NA,NA,0.128,NA,NA
2011-03-23,13862,NA,0.0485,NA,NA,NA,0.147,NA,NA
2011-03-30,13869,NA,0.055,NA,NA,NA,0.12,NA,NA
2011-04-06,13876,0.073,0.067,0.091,0.122,NA,0.1405,NA,NA
2011-04-13,13883,NA,0.064,NA,NA,NA,0.131,NA,NA
2011-04-20,13890,0.049,0.076,0.093,0.182,0.131,0.155,0.08,0.185
2011-04-27,13897,NA,0.066,NA,NA,NA,NA,NA,NA
2011-05-04,13904,0.04,0.069,NA,0.178,NA,0.182,NA,NA
2011-05-11,13911,NA,0.058,NA,NA,NA,NA,NA,NA
2011-05-18,13918,0.047,0.0575,0.074,0.209,0.163,0.184,0.054,0.198
2011-05-25,13925,NA,0.053,NA,NA,NA,NA,NA,NA
2011-06-01,13932,NA,0.058,NA,NA,NA,NA,NA,NA
2011-06-08,13939,0.042,0.0465,0.083,0.186,NA,0.169,NA,NA
2011-06-20,13951,NA,0.033,NA,NA,NA,NA,NA,NA
2011-06-22,13953,0.04,0.037,0.085,0.164,0.091,0.19,0.054,0.151
2011-06-30,13961,NA,NA,NA,0.086,NA,NA,NA,NA
2011-07-06,13967,0.09,0.0475,0.07,0.916,NA,0.184,NA,NA
2011-07-07,13968,NA,NA,NA,0.4245,NA,NA,NA,NA
2011-07-13,13974,NA,0.104,NA,NA,NA,NA,NA,NA
2011-07-14,13975,NA,NA,NA,0.74,NA,NA,NA,NA
2011-07-20,13981,0.08,0.2655,0.052,0.151,0.277,0.165,0.041,0.177
2011-07-21,13982,NA,NA,NA,0.136,0.153,NA,NA,NA
2011-07-27,13988,NA,0.263,NA,NA,NA,NA,NA,NA
2011-07-28,13989,NA,NA,NA,0.0985,0.098,NA,NA,NA
2011-08-03,13995,NA,0.254,NA,NA,NA,NA,NA,NA
2011-08-04,13996,NA,NA,NA,0.072,NA,NA,NA,NA
2011-08-10,14002,0.096,0.223,0.039,0.08,NA,0.23,NA,NA
2011-08-11,14003,NA,NA,NA,0.112,0.0955,NA,NA,NA
2011-08-17,14009,NA,0.177,NA,NA,NA,0.298,NA,NA
2011-08-18,14010,NA,NA,NA,0.167,0.194,NA,NA,NA
2011-08-24,14016,0.096,0.141,0.063,0.388,0.543,0.406,0.047,0.349
2011-08-25,14017,NA,NA,NA,0.3105,0.2855,NA,NA,NA
2011-08-31,14023,NA,0.099,NA,NA,NA,0.545,NA,NA
2011-09-01,14024,NA,NA,NA,0.4055,NA,NA,NA,NA
2011-09-07,14030,0.084,0.086,0.047,0.369,0.231,0.549,NA,NA
2011-09-08,14031,NA,NA,NA,0.351,0.2285,NA,NA,NA
2011-09-14,14037,NA,0.0705,NA,NA,NA,NA,NA,NA
2011-09-15,14038,NA,NA,NA,0.2815,0.269,NA,NA,NA
2011-09-21,14044,0.112,0.1,0.038,0.341,0.285,0.382,0.07,0.257
2011-09-28,14051,NA,0.096,NA,NA,NA,0.406,NA,NA
2011-09-29,14052,NA,NA,NA,0.3505,0.2635,NA,NA,NA
2011-10-05,14058,0.12,0.051,0.051,0.318,NA,0.381,NA,NA
2011-10-12,14065,NA,0.1535,NA,NA,NA,0.422,NA,NA
2011-10-13,14066,NA,NA,NA,0.1875,0.439,NA,NA,NA
2011-10-19,14072,0.12,0.1435,0.081,0.14,0.163,0.6585,0.058,0.233
2011-10-20,14073,NA,NA,NA,0.1805,0.217,NA,NA,NA
2011-10-26,14079,NA,0.0645,NA,NA,NA,0.655,NA,NA
2011-10-27,14080,NA,NA,NA,0.1685,0.1805,NA,NA,NA
2011-11-02,14086,0.238,0.073,0.088,0.178,0.447,0.5905,0.227,NA
2011-11-03,14087,NA,NA,NA,0.174,0.3095,NA,NA,NA
2011-11-07,14091,NA,0.085,NA,NA,NA,NA,NA,NA
2011-11-09,14093,NA,0.085,NA,0.1855,0.36,0.541,NA,NA
2011-11-16,14100,0.173,0.071,0.049,0.184,0.409,0.4735,0.2,0.241
2011-11-17,14101,NA,NA,NA,0.186,0.3935,NA,NA,NA
2011-11-22,14106,NA,0.079,NA,NA,NA,NA,NA,NA
2011-11-23,14107,NA,0.071,NA,NA,0.404,0.44,NA,NA
2011-11-30,14114,NA,0.079,NA,NA,NA,0.407,NA,NA
2011-12-07,14121,0.156,0.0695,0.048,0.175,NA,0.4045,NA,NA
2011-12-08,14122,NA,NA,NA,NA,0.1895,NA,NA,NA
2011-12-14,14128,NA,0.057,NA,0.169,0.101,NA,NA,NA
2011-12-21,14135,0.176,0.0525,0.049,0.146,0.081,0.292,0.169,0.182
2011-12-22,14136,NA,NA,NA,0.153,0.0805,NA,NA,NA
2011-12-28,14142,NA,0.041,NA,NA,NA,NA,NA,NA
2011-12-29,14143,NA,NA,NA,NA,0.083,NA,NA,NA
2012-01-04,14149,0.111,0.046,NA,NA,NA,0.266,NA,NA
2012-01-05,14150,NA,NA,NA,0.113,0.099,NA,NA,NA
2012-01-09,14154,NA,NA,0.064,0.104,NA,NA,NA,NA
2012-01-11,14156,NA,0.05,NA,NA,NA,NA,NA,NA
2012-01-12,14157,NA,NA,NA,0.1115,NA,NA,NA,NA
2012-01-18,14163,0.058,0.046,0.067,0.086,0.074,0.24,0.141,0.154
2012-01-25,14170,NA,0.046,NA,NA,NA,NA,NA,NA
2012-02-01,14177,NA,0.0385,NA,NA,NA,NA,NA,NA
2012-02-02,14178,NA,NA,NA,0.099,0.09,NA,NA,NA
2012-02-08,14184,0.13,0.037,0.066,0.098,NA,0.206,NA,NA
2012-02-15,14191,NA,0.0455,NA,NA,NA,NA,NA,NA
2012-02-22,14198,0.077,0.044,0.057,0.107,0.09,0.205,0.144,0.198
2012-02-29,14205,NA,0.036,NA,NA,NA,NA,NA,NA
2012-03-07,14212,0.091,0.045,0.062,0.104,NA,0.201,NA,NA
2012-03-08,14213,NA,NA,NA,0.089,NA,NA,NA,NA
2012-03-14,14219,NA,0.047,NA,NA,NA,0.191,NA,NA
2012-03-21,14226,0.096,0.046,0.052,0.08,0.096,0.22,0.12,0.166
2012-03-28,14233,NA,0.0505,NA,NA,NA,NA,NA,NA
2012-04-04,14240,0.057,NA,0.055,0.096,NA,0.235,NA,NA
2012-04-11,14247,NA,0.057,NA,NA,NA,NA,NA,NA
2012-04-18,14254,0.05,0.077,0.052,0.095,0.077,0.226,0.106,0.228
2012-04-25,14261,NA,0.064,NA,NA,NA,NA,NA,NA
2012-05-02,14268,0.067,0.06,0.067,0.121,NA,0.183,NA,NA
2012-05-09,14275,NA,0.045,NA,NA,NA,NA,NA,NA
2012-05-10,14276,NA,NA,NA,0.098,0.074,NA,NA,NA
2012-05-16,14282,0.138,0.0475,0.041,0.096,0.066,0.182,0.093,0.146
2012-05-23,14289,NA,0.046,NA,NA,NA,NA,NA,NA
2012-05-30,14296,NA,0.056,NA,NA,NA,NA,NA,NA
2012-06-06,14303,0.132,0.051,0.063,0.056,NA,0.172,NA,NA
2012-06-13,14310,NA,0.056,NA,NA,NA,0.209,NA,NA
2012-06-20,14317,0.131,0.053,0.086,0.097,0.15,0.2655,0.069,0.13
2012-06-27,14324,NA,0.074,NA,0.335,0.168,0.358,NA,NA
2012-07-03,14330,NA,0.092,NA,NA,NA,0.452,NA,NA
2012-07-05,14332,NA,NA,NA,0.074,0.16,NA,NA,NA
2012-07-11,14338,0.094,0.1635,0.044,0.078,0.083,0.5,0.094,0.134
2012-07-12,14339,NA,NA,NA,0.076,0.116,NA,NA,NA
2012-07-17,14344,0.073,NA,NA,NA,NA,NA,NA,NA
2012-07-18,14345,NA,0.175,NA,NA,NA,0.503,NA,NA
2012-07-19,14346,NA,NA,NA,0.1845,0.143,NA,NA,NA
2012-07-24,14351,0.138,NA,NA,NA,NA,NA,NA,NA
2012-07-25,14352,0.092,0.1485,0.051,0.485,NA,0.408,NA,NA
2012-07-26,14353,NA,NA,NA,0.3255,0.3745,NA,NA,NA
2012-08-01,14359,NA,0.123,NA,NA,NA,NA,NA,NA
2012-08-02,14360,NA,NA,NA,0.1445,0.211,NA,NA,NA
2012-08-08,14366,0.055,0.103666666666667,0.022,0.118,0.199,0.342,0.075,0.105
2012-08-09,14367,NA,NA,NA,0.111,0.263,NA,NA,NA
2012-08-15,14373,NA,0.104,NA,NA,NA,NA,NA,NA
2012-08-16,14374,NA,NA,NA,0.226,0.214,NA,NA,NA
2012-08-22,14380,0.074,0.104,0.032,0.157333333333333,0.1675,0.3005,NA,NA
2012-08-27,14385,0.175,NA,NA,NA,NA,NA,NA,NA
2012-08-28,14386,0.2205,NA,NA,NA,NA,NA,NA,NA
2012-08-29,14387,NA,0.162,NA,NA,NA,0.485,NA,NA
2012-08-30,14388,0.1955,NA,NA,0.391,0.3495,NA,NA,NA
2012-09-04,14393,0.239,NA,NA,NA,NA,NA,NA,NA
2012-09-05,14394,0.36,0.2365,0.073,0.13,0.167,0.763,0.485,0.434
2012-09-06,14395,NA,NA,NA,0.2375,0.2735,NA,NA,NA
2012-09-11,14400,0.242,NA,NA,NA,NA,NA,NA,NA
2012-09-12,14401,NA,0.222,NA,NA,NA,0.791,NA,NA
2012-09-13,14402,NA,NA,NA,0.281,0.347,NA,NA,NA
2012-09-18,14407,0.276,NA,NA,NA,NA,NA,NA,NA
2012-09-19,14408,NA,0.1315,NA,NA,NA,0.581,NA,NA
2012-09-20,14409,0.434,NA,0.141,0.192,0.153333333333333,0.567,0.417,0.273
2012-09-25,14414,0.446,NA,NA,NA,NA,NA,NA,NA
2012-09-26,14415,NA,0.145,NA,0.2225,0.1985,0.63,NA,NA
2012-10-02,14421,0.174,NA,NA,NA,NA,NA,NA,NA
2012-10-03,14422,0.272,0.111,0.32,0.217,0.247,0.6575,0.319,0.194
2012-10-04,14423,NA,NA,NA,0.231,0.21,NA,NA,NA
2012-10-09,14428,0.2105,NA,NA,NA,NA,NA,NA,NA
2012-10-10,14429,NA,0.13,NA,NA,NA,0.647,NA,NA
2012-10-11,14430,NA,NA,NA,0.2015,0.215,NA,NA,NA
2012-10-16,14435,0.1795,NA,NA,NA,NA,NA,NA,NA
2012-10-17,14436,0.084,0.1025,0.103,0.066,NA,0.5925,NA,0.237
2012-10-18,14437,NA,NA,NA,0.105,0.1535,NA,NA,NA
2012-10-23,14442,0.146,NA,NA,NA,NA,NA,NA,NA
2012-10-24,14443,NA,0.114,NA,NA,NA,0.523,NA,NA
2012-10-25,14444,NA,NA,NA,0.1135,0.175,NA,NA,NA
2012-10-31,14450,NA,0.131,NA,NA,NA,0.475,NA,NA
2012-11-01,14451,NA,NA,NA,0.121,0.155,NA,NA,NA
2012-11-07,14457,NA,0.109,NA,NA,NA,0.466,NA,NA
2012-11-08,14458,NA,NA,NA,NA,0.119,NA,NA,NA
2012-11-14,14464,0.069,0.079,0.108,0.058,0.094,0.4,0.16,0.155
2012-11-21,14471,NA,0.079,NA,NA,NA,NA,NA,NA
2012-11-28,14478,0.101,0.083,0.112,0.106,NA,0.3145,NA,NA
2012-12-05,14485,0.1,0.06,0.109,0.092,0.073,0.273,0.151,0.179
2012-12-12,14492,NA,0.057,NA,NA,NA,NA,NA,NA
2012-12-13,14493,NA,NA,NA,0.163,0.1445,NA,NA,NA
2012-12-18,14498,0.31,NA,NA,NA,NA,NA,NA,NA
2012-12-19,14499,0.423,0.0755,0.053,0.159,0.128666666666667,0.2205,NA,NA
2012-12-26,14506,NA,0.08,NA,NA,NA,NA,NA,NA
2012-12-27,14507,NA,NA,NA,0.133,0.091,NA,NA,NA
2013-01-02,14513,NA,0.073,NA,NA,NA,NA,NA,NA
2013-01-03,14514,NA,NA,NA,0.1225,NA,NA,NA,NA
2013-01-09,14520,0.136,0.073,0.054,0.087,0.08,0.214,0.151,0.143
2013-01-10,14521,NA,NA,NA,0.098,0.082,NA,NA,NA
2013-01-16,14527,NA,0.064,NA,NA,NA,0.192,NA,NA
2013-01-17,14528,NA,NA,NA,NA,0.064,NA,NA,NA
2013-01-23,14534,0.113,0.066,0.047,0.095,NA,0.205,NA,NA
2013-01-24,14535,NA,NA,NA,0.074,NA,NA,NA,NA
2013-01-30,14541,NA,0.067,NA,NA,NA,NA,NA,NA
2013-02-06,14548,0.07,0.0625,0.049,0.096,0.092,0.197,0.111,0.129
2013-02-12,14554,0.101,NA,NA,NA,NA,NA,NA,NA
2013-02-13,14555,NA,0.0555,NA,NA,NA,NA,NA,NA
2013-02-19,14561,0.296,NA,NA,NA,NA,NA,NA,NA
2013-02-20,14562,NA,0.038,NA,NA,NA,NA,NA,NA
2013-02-21,14563,0.231,NA,0.053,0.082,NA,0.177,NA,NA
2013-02-27,14569,NA,0.051,NA,NA,NA,0.184,NA,NA
2013-03-05,14575,0.308,NA,NA,NA,NA,NA,NA,NA
2013-03-06,14576,0.18,0.07,0.052,0.07,0.105,0.166,0.134,0.115
2013-03-07,14577,NA,NA,NA,0.078,NA,NA,NA,NA
2013-03-12,14582,0.203,NA,NA,NA,NA,NA,NA,NA
2013-03-13,14583,NA,0.0535,NA,NA,NA,NA,NA,NA
2013-03-20,14590,0.117,NA,0.076,0.075,NA,0.157,NA,NA
2013-03-27,14597,NA,0.045,NA,NA,NA,NA,NA,NA
2013-04-02,14603,0.097,NA,NA,NA,NA,NA,NA,NA
2013-04-03,14604,0.092,0.045,0.075,0.096,0.063,0.102,0.083,0.118
2013-04-10,14611,NA,0.0435,NA,NA,NA,NA,NA,NA
2013-04-16,14617,0.111,NA,NA,NA,NA,NA,NA,NA
2013-04-17,14618,0.102,0.041,0.069,0.055,NA,0.113,NA,NA
2013-04-18,14619,NA,NA,NA,NA,0.086,NA,NA,NA
2013-04-24,14625,NA,0.0475,NA,0.074,0.08,NA,NA,NA
2013-05-01,14632,NA,0.057,NA,NA,NA,NA,NA,NA
2013-05-02,14633,NA,NA,NA,0.0735,NA,NA,NA,NA
2013-05-07,14638,0.116,NA,NA,NA,NA,NA,NA,NA
2013-05-08,14639,0.098,0.0513333333333333,0.059,0.062,0.103,0.1385,0.08,0.12
2013-05-09,14640,NA,NA,NA,0.069,NA,NA,NA,NA
2013-05-14,14645,0.126,NA,NA,NA,NA,NA,NA,NA
2013-05-15,14646,NA,0.057,NA,NA,NA,NA,NA,NA
2013-05-16,14647,NA,NA,NA,0.074,NA,NA,NA,NA
2013-05-22,14653,0.078,0.0565,0.051,0.084,NA,0.241,NA,NA
2013-05-23,14654,NA,NA,NA,0.084,NA,NA,NA,NA
2013-05-28,14659,0.17,NA,NA,NA,NA,NA,NA,NA
2013-05-29,14660,NA,0.059,NA,NA,NA,NA,NA,NA
2013-05-30,14661,NA,NA,NA,0.088,NA,NA,NA,NA
2013-06-04,14666,0.3995,NA,NA,NA,NA,NA,NA,NA
2013-06-05,14667,0.428,0.0485,0.038,0.079,0.107,0.305,0.06,0.107
2013-06-06,14668,NA,NA,NA,0.111,NA,NA,NA,NA
2013-06-11,14673,0.239,NA,NA,NA,NA,NA,NA,NA
2013-06-12,14674,NA,0.086,NA,0.4435,0.227,0.297,NA,NA
2013-06-18,14680,0.396,NA,NA,NA,NA,NA,NA,NA
2013-06-19,14681,1.565,0.2075,0.061,0.495,0.271,0.419,NA,NA
2013-06-25,14687,1.085,NA,NA,NA,NA,NA,NA,NA
2013-06-26,14688,NA,0.189,NA,NA,NA,0.469,NA,NA
2013-06-27,14689,NA,NA,NA,0.4015,0.244,NA,NA,NA
2013-07-02,14694,0.5545,0.1435,NA,NA,NA,0.516,NA,NA
2013-07-03,14695,NA,NA,NA,0.387,0.324,NA,NA,NA
2013-07-08,14700,NA,NA,NA,NA,0.2915,NA,NA,NA
2013-07-09,14701,0.284,NA,NA,NA,NA,NA,NA,NA
2013-07-10,14702,0.241,0.225,0.06,0.22,0.2,0.741,0.111,0.082
2013-07-11,14703,NA,NA,NA,0.3,0.245,NA,NA,NA
2013-07-16,14708,0.406,NA,NA,NA,NA,NA,NA,NA
2013-07-17,14709,NA,0.158,NA,NA,NA,0.7,NA,NA
2013-07-18,14710,NA,NA,NA,0.38,0.283,NA,NA,NA
2013-07-23,14715,0.3965,NA,NA,NA,NA,NA,NA,NA
2013-07-24,14716,0.172,0.13,0.108,0.253,NA,0.6615,NA,NA
2013-07-25,14717,NA,NA,NA,0.321,0.311,NA,NA,NA
2013-07-30,14722,0.289,NA,NA,NA,NA,NA,NA,NA
